index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
3635,,De Pijp - Rivierenbuurt,52.34959,4.89188,Entire home/apt,150,3,13,1.15,1,0,5,holland,"The area features the Savoy Hotel and the animal-focused attraction Kinderboerderij de Pijp, which serves as a local community garden and zoo."
583,,De Pijp - Rivierenbuurt,52.35796,4.90026,Private room,100,3,433,4.82,1,58,29,holland,The area features the gallery Fabric Inspired X Artitude alongside the hotels Ibis Styles Amsterdam Amstel and Ibis Styles Amsterdam City.
1060,,Watergraafsmeer,52.33911,4.91857,Entire home/apt,125,4,38,0.63,1,0,0,holland,"The area features De Amstel, a garden that serves as a local green space, alongside a playground and a school."
1010,,De Pijp - Rivierenbuurt,52.35128,4.88991,Entire home/apt,350,1,109,1.47,1,263,7,holland,"The area features dining and nightlife options such as En Japanese kitchen & Sake bar and Loop51. A garden is also located nearby, providing a green space for the neighborhood."
1482,,De Baarsjes - Oud-West,52.36357,4.87979,Entire home/apt,291,3,179,2.82,5,277,8,holland,"The area features public artwork including Herman Heijermans and Horizontale compositie. It also includes Leidsebosje, a park that provides a green space in the surroundings."
27,,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,250,21,29,0.23,2,47,2,holland,"The surroundings consist of a garden, a park, and a vacant lot."
84,,Centrum-West,52.37694,4.88003,Entire home/apt,600,2,62,0.54,1,362,0,holland,"The area features a school called Theo Thijssenschool, alongside a playground and a table tennis pitch."
4030,,Bos en Lommer,52.378,4.8503,Entire home/apt,300,1,4,0.17,3,337,2,holland,"The area features educational facilities such as Tijl Uilenspiegelschool, alongside recreational spaces including a garden and a soccer pitch."
3774,,Oud-Noord,52.38581,4.91543,Entire home/apt,115,3,10,0.38,1,0,6,holland,The area features a pet shop called Ambulia Dierenwinkel. There is also a garden and a car_sharing location nearby.
1907,,Oostelijk Havengebied - Indische Buurt,52.36379,4.94369,Entire home/apt,90,3,25,0.46,1,0,4,holland,The area features the Flevoparkschool and Zeeburg Tandartsen. Flevopark is a nearby garden that serves as a significant local green space for recreation.
1757,,De Baarsjes - Oud-West,52.36161,4.86998,Entire home/apt,275,3,4,0.08,1,0,0,holland,"The area features transportation and fitness services, including Avis for car rental, Giant for bicycle needs, and Movements for fitness station access."
1942,,De Pijp - Rivierenbuurt,52.35199,4.90477,Private room,129,2,246,4.23,2,265,19,holland,"The area features a garden and a playground for recreation, along with Pizza Donna for dining."
5504,,Oud-Noord,52.39735,4.91458,Entire home/apt,150,3,0,,1,20,0,holland,The area features dining at Elit Pide and bicycle services at Tweewielers Joop Harmans. It also includes a garden.
5499,,De Baarsjes - Oud-West,52.3712,4.87398,Entire home/apt,150,1,0,,1,44,0,holland,The area features essential services including Wash-o-matic for laundry and Sterk for alcohol.
1086,,Centrum-Oost,52.36252,4.90424,Entire home/apt,295,3,165,2.32,2,311,9,holland,"The area features cultural offerings at Koninklijk Theater Carré, a historic venue known for its prominent theatre performances. Accommodations are available at The Bridge Hotel and the unique Houseboat Orpheus."
1063,,Bos en Lommer,52.38315,4.84077,Entire home/apt,71,2,34,0.44,1,9,3,holland,"The area features a garden, an information center, and a soccer pitch."
2603,,De Pijp - Rivierenbuurt,52.34818,4.90577,Entire home/apt,180,3,16,0.37,1,0,0,holland,The area features wellness and leisure services including André Broos Massagepraktijk en Reiki Master and Coffeeshop Relax.
162,,Westerpark,52.38855,4.88521,Entire home/apt,250,3,64,0.64,1,99,3,holland,"The area features recreational facilities including a playground and a boules pitch, alongside the artwork Apentafel."
4256,,Centrum-Oost,52.37201,4.90129,Entire home/apt,190,1,0,,1,170,0,holland,"The area features a park and a basketball pitch for recreation, alongside the pub Villa Nieuwmarkt. Villa Nieuwmarkt serves as a local landmark, acting as a central social hub for the neighborhood."
4234,,Zuid,52.3405,4.84837,Entire home/apt,350,4,0,,1,365,0,holland,"The area features recreational facilities like Tenniseiland and green spaces including Park de Schinkeleilanden, which serves as a local park for outdoor relaxation."
3677,,Westerpark,52.37647,4.87705,Entire home/apt,400,5,1,0.03,1,0,0,holland,"The area features Staverno, a marina that serves as a focal point for local maritime activity. Daily needs are supported by Knippen bij Wendy and NiDA Wasserij Stomerij."
1903,,Centrum-West,52.37065,4.89467,Private room,93,1,188,3.12,4,72,26,holland,"The area features dining options such as La Cuisine Ronde and Oriole Garden Bistro, alongside the arts centre Vlaams Cultuurhuis de Brakke Grond, which serves as a notable cultural hub for Flemish arts and performance."
5028,,Centrum-Oost,52.36279,4.91046,Private room,94,2,3,0.74,1,14,3,holland,"The area features dining and cinema options such as Lebkov & Sons and Kriterion. It is also home to Roeterseiland (UvA), a university campus that serves as a central academic hub for the neighborhood."
3450,,De Baarsjes - Oud-West,52.36505,4.85071,Entire home/apt,150,2,3,0.09,1,0,0,holland,"The area features the green space of Rembrandtpark, which serves as a significant local park for outdoor recreation. Nearby, you can find the bar Patio and the public art installation Wormenhotel."
786,,Westerpark,52.38442,4.8766,Entire home/apt,175,3,15,0.27,1,0,0,holland,The area features the Speeltuin playground and the Westerparkschool. A garden is also located nearby.
774,,Oud-Oost,52.35717,4.92196,Private room,216,3,24,0.44,3,287,6,holland,"The area features a garden, a playground, and a public bookcase."
762,,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,248,4,32,0.47,1,154,1,holland,"The area features the pub l'Affiche and the artwork Aquacosta, which serves as a notable local landmark. A public_bookcase is also available for community use."
767,,Bos en Lommer,52.37431,4.83939,Entire home/apt,268,4,27,0.4,1,0,0,holland,"The area features a playground, a soccer pitch, and a garden."
741,,De Pijp - Rivierenbuurt,52.35391,4.90603,Entire home/apt,164,3,44,0.55,1,0,1,holland,The area features the regional restaurant ctaste and the school Individueel Voortgezet Kunstzinnig Onderwijs.
4182,,Centrum-Oost,52.36914,4.92395,Entire home/apt,132,3,7,0.31,2,76,4,holland,"The area features Oostenburgerpark, a park that serves as a local green space and garden area with a playground for outdoor recreation."
4154,,De Baarsjes - Oud-West,52.36702,4.8548,Entire home/apt,120,3,6,0.41,1,14,1,holland,"The area features De Visserschool, which serves as the local educational institution. Outdoor space is provided by the playground and garden."
4933,,De Baarsjes - Oud-West,52.3641,4.8524,Entire home/apt,350,3,0,,1,365,0,holland,"The area features dining options such as Sebonsa Bodega and Warung Redjo Kim & Jane, alongside the bicycle shop Amsterdamse Fietswinkel."
1322,,De Baarsjes - Oud-West,52.36426,4.85908,Entire home/apt,207,3,43,0.62,1,0,0,holland,"The area features dining at Daalder and the school Het Sieraad, which serves as a notable local landmark and historic venue for events."
814,,Centrum-Oost,52.37088,4.90351,Entire home/apt,525,3,35,0.49,1,0,0,holland,"The area features a school and a playground, alongside De Witte Olifant, which serves as a notable viewpoint offering a distinct perspective of the surroundings."
889,,Oud-Oost,52.35539,4.92071,Private room,69,1,433,5.55,1,32,31,holland,"The area features a garden, a playground, and a community_centre. Tugelahuis serves as a local community_centre, acting as a central hub for neighborhood activities and social gatherings."
866,,Oud-Noord,52.38327,4.91446,Entire home/apt,100,3,30,0.47,1,0,0,holland,"The area features a garden and a skateboard pitch, complemented by the artwork De muur, which serves as a notable local landmark that defines the character of the space."
5250,,Centrum-West,52.37012,4.8774,Private room,374,1,3,3.0,2,66,3,holland,"The area features the Bluescafé Maloe Melo for nightlife and the Busstation Elandsgracht, which serves as a key transit hub for the neighborhood. You will also find an Esso station nearby for fuel needs."
5222,,Slotervaart,52.36442,4.83686,Private room,49,2,7,1.88,1,86,7,holland,"The area features the Herdenkingskerk, a place of worship, alongside the Raammannetjes artwork. These sites serve as local cultural landmarks that define the character of the surroundings."
5062,,De Baarsjes - Oud-West,52.36043,4.86662,Entire home/apt,150,3,3,2.0,2,64,3,holland,The area features retail and dining options such as PC Dokter and Rangla Punjab. Blue Lagoon is also located nearby.
1826,,Centrum-West,52.38105,4.88765,Entire home/apt,100,3,192,3.12,1,2,0,holland,"The area features dining and cafe options such as Café Thijssen and Jardin, complemented by the convenience of De Oliewinkel."
700,,Noord-West,52.41119,4.8931,Private room,53,2,96,1.4,3,176,3,holland,The area features healthcare services including Tandartsenpraktijk Goos and Mondhygiëniste Praktijk Jolanda Heerschop. There is also a garden.
3427,,Centrum-West,52.373077,4.87708,Private room,106,1,144,4.39,2,336,32,holland,"The surroundings feature dining options including Ali Baba and Bakkerij Wolf, alongside the local hairdresser Kapsalon Bianco."
520,,Centrum-West,52.38009,4.88874,Entire home/apt,180,2,38,0.68,1,37,0,holland,"The area features Café Tabac, which serves as a local cafe. Nearby, you will find artwork and information."
4002,,Oud-Oost,52.35514,4.92545,Private room,96,2,2,0.08,2,0,0,holland,"The area features Fuku Ramen for dining, alongside a garden and playground for outdoor recreation."
576,,Oud-Noord,52.3867,4.91677,Entire home/apt,99,3,58,0.65,1,8,1,holland,"The area features a school known as Taalschool, alongside a playground and a garden."
550,,Oud-Oost,52.36179,4.92923,Entire home/apt,120,2,15,0.18,1,127,0,holland,"The immediate surroundings feature an artwork, a playground, and a garden."
580,,De Aker - Nieuw Sloten,52.34238,4.79699,Private room,57,2,361,4.04,1,197,32,holland,The area features a playground at Speeltuin Sloten and a place of worship at Sloterkerk. Sloterkerk is a historic landmark that serves as a central point of heritage for the community.
654,,Centrum-Oost,52.36349,4.89322,Private room,105,1,331,3.86,2,0,0,holland,The area features cultural institutions including Museum Van Loon and Museum of Illusions. Museum Van Loon is a historic canal house museum that offers insight into 17th-century architecture and family history.
5313,,Oud-Oost,52.35309,4.91187,Entire home/apt,214,7,1,1.0,1,50,1,holland,"The area features Amsterdental, which provides dental care services."
5257,,Bijlmer-Centrum,52.2986,4.95581,Entire home/apt,188,2,4,2.11,1,363,4,holland,"The surroundings feature outdoor recreational amenities including a picnic table, a picnic site, and a bbq."
3248,,Zuid,52.34988,4.84792,Entire home/apt,400,2,3,0.08,1,0,0,holland,"This area features a guest house at Flores & Puck, alongside local services including Tandartspraktijk De Liefde and Tobiasschool."
3249,,Bos en Lommer,52.37645,4.84566,Entire home/apt,100,2,14,0.38,1,0,2,holland,"The area features a garden, a volleyball pitch, and a playground."
2077,,Oud-Oost,52.35227,4.91636,Entire home/apt,150,3,21,0.38,1,0,0,holland,"The area features the public space Afrikanerplein, which serves as a central neighborhood landmark, alongside the dining option Eethuis Parie for Surinamese fast food. The surroundings also include a garden."
2033,,Centrum-Oost,52.36469,4.90817,Entire home/apt,350,2,45,0.89,1,81,2,holland,The area features Muziekschool Amsterdam - Centrum/Oost for music education and the community centre Soop. These venues serve as local hubs for creative learning and community engagement.
