index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
550,,Oud-Oost,52.36179,4.92923,Entire home/apt,120,2,15,0.18,1,127,0,holland,No places provided. The area cannot be categorized.
580,,De Aker - Nieuw Sloten,52.34238,4.79699,Private room,57,2,361,4.04,1,197,32,holland,"Garden: None
Playground: Speeltuin Sloten
Place of worship: Sloterkerk

The area reads as everyday-residential. The specific draws are the local playground and the neighborhood church, which serve the daily needs of the local community rather than acting as major tourist landmarks."
654,,Centrum-Oost,52.36349,4.89322,Private room,105,1,331,3.86,2,0,0,holland,"Museum: Museum Van Loon, Museum of Illusions
Garden: Museum Van Loon

The area reads as tourist-prominent. The specific draws that make it so are Museum Van Loon and Museum of Illusions, which are both popular cultural attractions that draw visitors to the area."
5313,,Oud-Oost,52.35309,4.91187,Entire home/apt,214,7,1,1.0,1,50,1,holland,"dentist: Amsterdental

This area reads as everyday-residential, as the only listed draw is a local dental practice."
5257,,Bijlmer-Centrum,52.2986,4.95581,Entire home/apt,188,2,4,2.11,1,363,4,holland,"No places were provided in the list to categorize. Therefore, the area cannot be assessed as either tourist-prominent or everyday-residential based on the provided data."
3248,,Zuid,52.34988,4.84792,Entire home/apt,400,2,3,0.08,1,0,0,holland,"Guest house: Flores & Puck
School: Tobiasschool
Dentist: Tandartspraktijk De Liefde

The area reads as everyday-residential. The specific draws that make it so are the presence of a local school and a neighborhood dental practice, which serve the daily needs of local residents rather than catering to tourists."
3249,,Bos en Lommer,52.37645,4.84566,Entire home/apt,100,2,14,0.38,1,0,2,holland,"The provided list contains no places; therefore, the area cannot be categorized."
2077,,Oud-Oost,52.35227,4.91636,Entire home/apt,150,3,21,0.38,1,0,0,holland,"Park: Afrikanerplein
Surinamese fast_food: Eethuis Parie
Garden: Afrikanerplein

The area reads as everyday-residential. The specific draws are the local park and neighborhood eatery, which serve the daily needs of residents rather than catering to tourists."
2033,,Centrum-Oost,52.36469,4.90817,Entire home/apt,350,2,45,0.89,1,81,2,holland,"music_school: Muziekschool Amsterdam - Centrum/Oost
garden: Soop
community_centre: Soop

The area reads as everyday-residential. The specific draws are the community-focused services provided by Soop and the local educational opportunities offered by Muziekschool Amsterdam - Centrum/Oost, which cater to residents rather than serving as major tourist landmarks."
4211,,IJburg - Zeeburgereiland,52.35686,4.9883,Entire home/apt,200,3,1,0.06,1,0,0,holland,"No places were provided in the list to categorize. Therefore, the area cannot be assessed as either tourist-prominent or everyday-residential."
5010,,Westerpark,52.38591,4.87836,Entire home/apt,275,2,7,1.83,1,138,7,holland,"park: Westerpark
playground: Westerpark

The area reads as everyday-residential because it is centered around a local park and playground, which serve as community spaces rather than global tourist attractions."
893,,De Baarsjes - Oud-West,52.37173,4.87109,Entire home/apt,325,4,16,0.21,1,145,1,holland,"park: Bilderdijkpark
pub: Janszen
artwork: Janszen

The area reads as everyday-residential. The specific draws are the local park and the neighborhood pub, which serve the daily needs of residents rather than catering to tourists or famous landmarks."
2315,,Oud-Oost,52.36107,4.92479,Entire home/apt,105,3,3,0.06,1,0,0,holland,"Park: Oosterpark
Outdoor seating: Café de Jeugd
Pub: Café de Jeugd

The area reads as everyday-residential. The specific draws are Oosterpark, which serves as a local green space for residents, and Café de Jeugd, which functions as a neighborhood establishment rather than a tourist-focused landmark."
3304,,Oud-Oost,52.360237,4.926469,Entire home/apt,198,1,36,1.04,6,354,11,holland,"Restaurant: Sranang Makmur, Tres Amigos
Garden: None

The area reads as everyday-residential. The specific draws are the local restaurants, which cater to daily dining needs rather than serving as major tourist landmarks or attractions."
4483,,Oud-Noord,52.39559,4.91541,Entire home/apt,129,10,0,,1,0,0,holland,"School: Azalea I
Garden: Azalea Buurtwinkel
Convenience: Azalea Buurtwinkel

The area reads as everyday-residential. The specific draws are the local school and the convenience store, which serve the daily needs of the immediate neighborhood rather than catering to visitors or tourists."
1396,,De Baarsjes - Oud-West,52.36385,4.87696,Entire home/apt,149,3,16,0.24,1,0,0,holland,"School: Muziekpakhuis
Supermarket: Lidl
Playground: None

The area reads as everyday-residential. The specific draws are the Lidl, which serves as a local grocery resource, and the Muziekpakhuis, which functions as a community-focused music school rather than a tourist landmark."
3175,,Westerpark,52.37953,4.87633,Private room,165,1,0,,2,0,0,holland,"Park: Frederik Hendrikplantsoen
Playground: Frederik Hendrikplantsoen
Garden: Frederik Hendrikplantsoen

The area reads as everyday-residential. The specific draw is Frederik Hendrikplantsoen, which serves as a local neighborhood green space rather than a major tourist attraction."
3128,,Centrum-West,52.37095,4.89576,Private room,76,1,87,2.31,3,309,26,holland,"Restaurant: Oriole Garden Bistro, Bridges
Hotel: The Grand

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a bistro and a restaurant, which serve as local dining options for residents rather than major tourist landmarks or attractions."
5406,,Zuid,52.354771,4.851624,Entire home/apt,180,4,0,,1,218,0,holland,There are no places listed to categorize. The area does not read as tourist-prominent or everyday-residential because no specific draws were provided.
1004,,Oud-Oost,52.36545,4.92532,Entire home/apt,120,5,33,0.59,1,28,1,holland,"Marketplace: Dappermarkt
Kebab fast_food: Beste Döner
Cannabis: Happy People

The area reads as everyday-residential. The specific draw is the Dappermarkt, which serves as a local neighborhood market for residents rather than a destination for international tourists."
2330,,Centrum-West,52.38611,4.89157,Private room,115,2,171,3.31,1,252,14,holland,"Doctors: Westerdokters

The area reads as everyday-residential. The presence of Westerdokters indicates essential local services catering to the health needs of neighborhood residents rather than tourist-focused attractions."
3006,,Centrum-Oost,52.3669,4.92669,Entire home/apt,180,3,16,0.4,1,141,3,holland,"Restaurant: De Kop van Oost, Foodhal Mooie Boules
Pub: Brouwerij 't IJ

The area reads as tourist-prominent. The specific draw is Brouwerij 't IJ, which is a famous landmark and major tourist attraction due to its location at a historic windmill."
2230,,Zuid,52.35301,4.8847,Entire home/apt,120,7,7,0.13,1,0,0,holland,"Cannabis: Coffeeshop Pacific
Dentist: Tandartspraktijk de ZuidAs
Garden: None

The area reads as everyday-residential. The specific draws that make it so are the presence of a local dental practice, Tandartspraktijk de ZuidAs, which serves the routine health needs of the neighborhood population."
390,,Westerpark,52.37381,4.87296,Entire home/apt,122,4,52,0.55,1,2,2,holland,"Bar: De Nieuwe Anita
Restaurant: Robin Food Kollektief
Garden: None

The area reads as everyday-residential. The specific draws are De Nieuwe Anita and Robin Food Kollektief, which serve as local community-focused establishments rather than major tourist landmarks."
1655,,Oud-Oost,52.35458,4.9176,Private room,85,2,35,0.54,1,33,0,holland,"Garden: De Vijgenboom
Playground: De Vijgenboom
School: De Vijgenboom

The area reads as everyday-residential. The specific draws that make it so are that the list consists of a single local community facility, De Vijgenboom, which functions as a neighborhood-level amenity rather than a famous landmark or tourist attraction."
1524,,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,189,2,26,0.4,1,33,0,holland,"cat_food cafe: Kattencafé Kopjes
gift: Wild Whiskers
garden: None

The area reads as tourist-prominent. The specific draw is Kattencafé Kopjes, which is a well-known destination for visitors seeking unique animal-themed experiences."
1502,,De Baarsjes - Oud-West,52.36116,4.87542,Entire home/apt,103,2,277,4.07,1,59,19,holland,"Park: Vondelpark
Artwork: Parkzuid
Cafe: None

The area reads as tourist-prominent. The specific draw is Vondelpark, which is a world-famous landmark and major attraction."
3090,,Centrum-Oost,52.36834,4.90883,Entire home/apt,180,3,18,0.47,1,6,3,holland,"Park: Wertheimpark
Korfball pitch: Swift/PST
Garden: Wertheimpark

The area reads as everyday-residential. The specific draws are the local sports facility Swift/PST and the community green space Wertheimpark, which serve the daily needs of residents rather than catering to major tourist landmarks."
2875,,De Baarsjes - Oud-West,52.36962,4.87206,Entire home/apt,175,3,3,0.1,1,0,0,holland,"arts_centre: De Nieuwe Liefde
motorcycle: Moto Dick

The area reads as everyday-residential. The presence of a specialized motorcycle shop and a local arts centre suggests a neighborhood focused on community services and local interests rather than major tourist landmarks or attractions."
1400,,Geuzenveld - Slotermeer,52.37947,4.82375,Private room,57,1,235,3.39,1,355,31,holland,"Supermarket: Albert Heijn
Mall: Winkelcentrum Plein '40-'45

The area reads as everyday-residential. The specific draws are the supermarket and the local shopping mall, which serve the daily needs of local residents rather than catering to tourists or major landmarks."
4441,,De Pijp - Rivierenbuurt,52.35554,4.89705,Entire home/apt,167,3,21,1.34,3,57,12,holland,"Park: Sarphatipark
Garden: Kijkpunt muPe
Gallery: None

The area reads as everyday-residential. The specific draw is Sarphatipark, which serves as a local neighborhood green space for residents."
4583,,Zuid,52.360321,4.878403,Hotel room,22,1,31,1.99,3,0,0,holland,"Hotel: The Flying Pig Hotel Uptown
Hostel: Sonder Park House
Park: Vondelpark

The area reads as tourist-prominent. The specific draws that make it so are The Flying Pig Hotel Uptown and Vondelpark, which are well-known destinations for visitors."
4633,,Oud-Noord,52.3881,4.91438,Private room,111,1,0,,12,279,0,holland,"Hotel: BUNK Hotel Amsterdam
International restaurant: Bunk Restaurant
Garden: None

The area reads as tourist-prominent. The specific draw is BUNK Hotel Amsterdam, which is a well-known accommodation destination that attracts travelers and visitors to the area."
345,,Centrum-West,52.37886,4.88723,Entire home/apt,210,4,54,0.92,2,294,2,holland,"doctors: A.N.M. van Grunsven & F.X.W.M. Hofman
bakery: Bunbun
marketplace: Noordermarkt

The area reads as tourist-prominent. The specific draw is Noordermarkt, a famous historic marketplace that attracts significant visitor traffic."
4445,,De Baarsjes - Oud-West,52.36932,4.8626,Private room,130,2,26,1.49,9,0,12,holland,"playground: Speeltuin Baarsjes

The area reads as everyday-residential, as the specific draw is a local community playground."
2539,,Centrum-Oost,52.3705,4.91294,Entire home/apt,150,4,18,0.38,1,0,0,holland,"breakfast cafe: Bakers and Roasters
Regional cafe: Café Orloff
artwork: Zeeman

The area reads as tourist-prominent. The specific draw is Bakers and Roasters, which is a highly popular and famous destination for international visitors and locals alike, often resulting in significant foot traffic and queues characteristic of a tourist-heavy location."
2780,,Bos en Lommer,52.37478,4.83669,Entire home/apt,250,3,19,0.43,1,79,1,holland,"Place types: parkour pitch (1), soccer pitch (1), picnic_table (1).

The area reads as everyday-residential, as it contains local recreational amenities rather than famous landmarks or tourist attractions."
